Movie Title,Duration,Rating,Release Year,Genre
Home Alone,103 min,7.6,1990,"Comedy, Family"
Harry Potter and the Sorcerer's Stone,152 min,7.6,2001,"Adventure, Family, Fantasy"
The Matrix,136 min,8.7,1999,"Action, Sci-Fi"
How the Grinch Stole Christmas,104 min,6.2,2000,"Comedy, Family, Fantasy"
Avengers: Endgame,181 min,8.4,2019,"Action, Adventure, Drama"
Spider-Man,121 min,7.3,2002,"Action, Adventure, Sci-Fi"
The Shawshank Redemption,142 min,9.3,1994,Drama
Knives Out,130 min,7.9,2019,"Comedy, Crime, Drama"
Little Women,135 min,7.8,2019,"Drama, Romance"
Gisaengchung,132 min,8.6,2019,"Comedy, Drama, Thriller"
Interstellar,169 min,8.6,2014,"Adventure, Drama, Sci-Fi"
Klaus,96 min,8.2,2019,"Animation, Adventure, Comedy"
Titanic,194 min,7.8,1997,"Drama, Romance"
Joker,122 min,8.4,2019,"Crime, Drama, Thriller"
The Polar Express,100 min,6.6,2004,"Animation, Adventure, Comedy"
Promising Young Woman,113 min,7.5,2020,"Crime, Drama, Mystery"
Once Upon a Time in... Hollywood,161 min,7.6,2019,"Comedy, Drama"
Spider-Man 2,127 min,7.3,2004,"Action, Adventure, Sci-Fi"
The Wolf of Wall Street,180 min,8.2,2013,"Biography, Comedy, Crime"
The Lord of the Rings: The Fellowship of the Ring,178 min,8.8,2001,"Action, Adventure, Drama"
The Dark Knight,152 min,9.0,2008,"Action, Crime, Drama"
Blade Runner 2049,164 min,8.0,2017,"Action, Drama, Sci-Fi"
Nocturnal Animals,116 min,7.5,2016,"Drama, Thriller"
Inception,148 min,8.8,2010,"Action, Adventure, Sci-Fi"
Tenet,150 min,7.4,2020,"Action, Sci-Fi, Thriller"
Spectre,148 min,6.8,I 2015,"Action, Adventure, Thriller"
Avengers: Infinity War,149 min,8.4,2018,"Action, Adventure, Sci-Fi"
Spider-Man: Into the Spider-Verse,117 min,8.4,2018,"Animation, Action, Adventure"
Harry Potter and the Goblet of Fire,157 min,7.7,2005,"Adventure, Family, Fantasy"
Goodfellas,146 min,8.7,1990,"Biography, Crime, Drama"
Pulp Fiction,154 min,8.9,1994,"Crime, Drama"
Pride & Prejudice,129 min,7.8,2005,"Drama, Romance"
Fight Club,139 min,8.8,1999,Drama
Harry Potter and the Deathly Hallows: Part 2,130 min,8.1,2011,"Adventure, Fantasy, Mystery"
Gladiator,155 min,8.5,2000,"Action, Adventure, Drama"
1917,119 min,8.3,2019,"Action, Drama, War"
The Green Mile,189 min,8.6,1999,"Crime, Drama, Fantasy"
Gone Girl,149 min,8.1,2014,"Drama, Mystery, Thriller"
Inglourious Basterds,153 min,8.3,2009,"Adventure, Drama, War"
Fifty Shades of Grey,125 min,4.1,2015,"Drama, Romance, Thriller"
The Girl with the Dragon Tattoo,158 min,7.8,2011,"Crime, Drama, Mystery"
Se7en,127 min,8.6,1995,"Crime, Drama, Mystery"
Guardians of the Galaxy,121 min,8.0,2014,"Action, Adventure, Comedy"
Prisoners,153 min,8.1,2013,"Crime, Drama, Mystery"
Forrest Gump,142 min,8.8,1994,"Drama, Romance"
Schindler's List,195 min,8.9,1993,"Biography, Drama, History"
Django Unchained,165 min,8.4,2012,"Drama, Western"
Harry Potter and the Prisoner of Azkaban,142 min,7.9,2004,"Adventure, Family, Fantasy"
Boogie Nights,155 min,7.9,1997,Drama
Jojo Rabbit,108 min,7.9,2019,"Comedy, Drama, War"
Skyfall,143 min,7.8,2012,"Action, Adventure, Thriller"
Requiem for a Dream,102 min,8.3,2000,Drama
No Country for Old Men,122 min,8.1,2007,"Crime, Drama, Thriller"
Bohemian Rhapsody,134 min,7.9,2018,"Biography, Drama, Music"
Ready Player One,140 min,7.4,2018,"Action, Adventure, Sci-Fi"
Sicario,121 min,7.6,2015,"Action, Crime, Drama"
Call Me by Your Name,132 min,7.9,2017,"Drama, Romance"
Suicide Squad,123 min,5.9,2016,"Action, Adventure, Fantasy"
The Father,97 min,8.3,I 2020,"Drama, Mystery"
Jurassic Park,127 min,8.1,1993,"Action, Adventure, Sci-Fi"
L.A. Confidential,138 min,8.2,1997,"Crime, Drama, Mystery"
Saving Private Ryan,169 min,8.6,1998,"Drama, War"
Ad Astra,123 min,6.5,2019,"Adventure, Drama, Mystery"
Mad Max: Fury Road,120 min,8.1,2015,"Action, Adventure, Sci-Fi"
Star Wars: Episode IX - The Rise of Skywalker,141 min,6.5,2019,"Action, Adventure, Fantasy"
The Departed,151 min,8.5,2006,"Action, Crime, Drama"
Bombshell,109 min,6.8,I 2019,"Biography, Drama"
The Avengers,143 min,8.0,2012,"Action, Adventure, Sci-Fi"
American Beauty,122 min,8.3,1999,Drama
Avatar,162 min,7.8,2009,"Action, Adventure, Fantasy"
True Grit,110 min,7.6,2010,"Drama, Western"
The Prestige,130 min,8.5,2006,"Drama, Mystery, Sci-Fi"
The Lord of the Rings: The Return of the King,201 min,8.9,2003,"Action, Adventure, Drama"
The Lighthouse,109 min,7.5,I 2019,"Drama, Fantasy, Horror"
The Grand Budapest Hotel,99 min,8.1,2014,"Adventure, Comedy, Crime"
Good Will Hunting,126 min,8.3,1997,"Drama, Romance"
The Greatest Showman,105 min,7.6,2017,"Biography, Drama, Musical"
The Nightmare Before Christmas,76 min,8.0,1993,"Animation, Family, Fantasy"
Harry Potter and the Deathly Hallows: Part 1,146 min,7.7,2010,"Adventure, Fantasy, Mystery"
Frozen,102 min,7.4,I 2013,"Animation, Adventure, Comedy"
Iron Man,126 min,7.9,2008,"Action, Adventure, Sci-Fi"
Harry Potter and the Half-Blood Prince,153 min,7.6,2009,"Action, Adventure, Family"
Green Book,130 min,8.2,2018,"Biography, Comedy, Drama"
Hacksaw Ridge,139 min,8.1,2016,"Biography, Drama, History"
Doctor Strange,115 min,7.5,2016,"Action, Adventure, Fantasy"
Arrival,116 min,7.9,II 2016,"Drama, Sci-Fi"
There Will Be Blood,158 min,8.2,2007,Drama
The Irishman,209 min,7.8,2019,"Biography, Crime, Drama"
Black Panther,134 min,7.3,2018,"Action, Adventure, Sci-Fi"
The Great Gatsby,143 min,7.2,2013,"Drama, Romance"
The Fifth Element,126 min,7.7,1997,"Action, Adventure, Sci-Fi"
The Lovely Bones,135 min,6.7,2009,"Drama, Fantasy, Thriller"
The Silence of the Lambs,118 min,8.6,1991,"Crime, Drama, Thriller"
Beasts of the Southern Wild,93 min,7.3,2012,"Adventure, Drama, Fantasy"
The Mummy,124 min,7.0,1999,"Action, Adventure, Fantasy"
Dracula,128 min,7.4,1992,"Drama, Fantasy, Horror"
Moana,107 min,7.6,I 2016,"Animation, Adventure, Comedy"
Ex Machina,108 min,7.7,2014,"Drama, Sci-Fi, Thriller"
Pirates of the Caribbean: The Curse of the Black Pearl,143 min,8.0,2003,"Action, Adventure, Fantasy"
The Revenant,156 min,8.0,2015,"Action, Adventure, Drama"
Baby Driver,113 min,7.6,2017,"Action, Crime, Drama"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",143 min,6.9,2005,"Adventure, Family, Fantasy"
Atonement,123 min,7.8,2007,"Drama, Mystery, Romance"
The Piano,121 min,7.6,1993,"Drama, Music, Romance"
The Lion King,118 min,6.8,2019,"Animation, Adventure, Drama"
BlacKkKlansman,135 min,7.5,2018,"Biography, Comedy, Crime"
Whiplash,106 min,8.5,2014,"Drama, Music"
The Hobbit: An Unexpected Journey,169 min,7.8,2012,"Adventure, Fantasy"
Charlie and the Chocolate Factory,115 min,6.6,2005,"Adventure, Comedy, Family"
The Big Short,130 min,7.8,2015,"Biography, Comedy, Drama"
Prometheus,124 min,7.0,I 2012,"Adventure, Mystery, Sci-Fi"
A Star Is Born,136 min,7.6,2018,"Drama, Music, Romance"
The Martian,144 min,8.0,2015,"Adventure, Drama, Sci-Fi"
Nomadland,107 min,7.4,2020,Drama
Dunkirk,106 min,7.8,2017,"Action, Drama, History"
Fantastic Beasts and Where to Find Them,132 min,7.3,2016,"Adventure, Family, Fantasy"
Troy,163 min,7.3,2004,"Drama, History"
Black Swan,108 min,8.0,2010,"Drama, Thriller"
Mulholland Dr.,147 min,7.9,2001,"Drama, Mystery, Thriller"
Moneyball,133 min,7.6,2011,"Biography, Drama, Sport"
Soul,100 min,8.1,2020,"Animation, Adventure, Comedy"
Edward Scissorhands,105 min,7.9,1990,"Drama, Fantasy, Romance"
Iron Man Three,130 min,7.1,2013,"Action, Adventure, Sci-Fi"
Eternal Sunshine of the Spotless Mind,108 min,8.3,2004,"Drama, Romance, Sci-Fi"
Coco,105 min,8.4,I 2017,"Animation, Adventure, Comedy"
Guardians of the Galaxy Vol. 2,136 min,7.6,2017,"Action, Adventure, Comedy"
Catch Me If You Can,141 min,8.1,2002,"Biography, Crime, Drama"
Logan,137 min,8.1,2017,"Action, Drama, Sci-Fi"
The Hateful Eight,168 min,7.8,2015,"Crime, Drama, Mystery"
The Lord of the Rings: The Two Towers,179 min,8.7,2002,"Action, Adventure, Drama"
Marriage Story,137 min,7.9,2019,"Comedy, Drama, Romance"
The Town,125 min,7.5,2010,"Crime, Drama, Thriller"
Children of Men,109 min,7.9,2006,"Action, Drama, Sci-Fi"
American Gangster,157 min,7.8,2007,"Biography, Crime, Drama"
Get Out,104 min,7.7,I 2017,"Horror, Mystery, Thriller"
Sen to Chihiro no kamikakushi,125 min,8.6,2001,"Animation, Adventure, Family"
Juno,96 min,7.4,2007,"Comedy, Drama"
The Usual Suspects,106 min,8.5,1995,"Crime, Drama, Mystery"
Closer,104 min,7.2,I 2004,"Drama, Romance"
Into the Wild,148 min,8.1,2007,"Adventure, Biography, Drama"
The Social Network,120 min,7.7,2010,"Biography, Drama"
The Truman Show,103 min,8.1,1998,"Comedy, Drama"
Starship Troopers,129 min,7.2,1997,"Action, Adventure, Sci-Fi"
Terminator 2: Judgment Day,137 min,8.5,1991,"Action, Sci-Fi"
A Quiet Place,90 min,7.5,2018,"Drama, Horror, Sci-Fi"
Batman Begins,140 min,8.2,2005,"Action, Crime"
The Lion King,88 min,8.5,1994,"Animation, Adventure, Drama"
Emma.,124 min,6.7,2020,"Comedy, Drama, Romance"
Star Wars: Episode I - The Phantom Menace,136 min,6.5,1999,"Action, Adventure, Fantasy"
Ford v Ferrari,152 min,8.1,2019,"Action, Biography, Drama"
Braveheart,178 min,8.3,1995,"Biography, Drama, History"
La La Land,128 min,8.0,2016,"Comedy, Drama, Music"
Enchanted,107 min,7.0,2007,"Animation, Adventure, Comedy"
Total Recall,113 min,7.5,1990,"Action, Adventure, Sci-Fi"
Almost Famous,122 min,7.9,2000,"Adventure, Comedy, Drama"
Memento,113 min,8.4,2000,"Mystery, Thriller"
Transformers,144 min,7.0,2007,"Action, Adventure, Sci-Fi"
Drive,100 min,7.8,I 2011,"Action, Drama"
The Imitation Game,114 min,8.0,2014,"Biography, Drama, Thriller"
Cars,117 min,7.1,2006,"Animation, Adventure, Comedy"
Interview with the Vampire: The Vampire Chronicles,123 min,7.5,1994,"Drama, Fantasy, Horror"
Rocketman,121 min,7.3,I 2019,"Biography, Drama, Musical"
Her,126 min,8.0,2013,"Drama, Romance, Sci-Fi"
Apollo 13,140 min,7.6,I 1995,"Adventure, Drama, History"
The Blind Side,129 min,7.6,2009,"Biography, Drama, Sport"
Jagten,115 min,8.3,2012,Drama
Fargo,98 min,8.1,1996,"Crime, Thriller"
Ratatouille,111 min,8.0,2007,"Animation, Adventure, Comedy"
The Pianist,150 min,8.5,2002,"Biography, Drama, Music"
Into the Woods,125 min,5.9,2014,"Adventure, Comedy, Drama"
The Shape of Water,123 min,7.3,2017,"Drama, Fantasy, Romance"
Independence Day,145 min,7.0,1996,"Action, Adventure, Sci-Fi"
The Incredibles,115 min,8.0,2004,"Animation, Action, Adventure"
Captain Fantastic,118 min,7.9,2016,"Comedy, Drama"
"Three Billboards Outside Ebbing, Missouri",115 min,8.1,2017,"Comedy, Crime, Drama"
Les Misérables,158 min,7.6,2012,"Drama, Musical, Romance"
American Hustle,138 min,7.2,2013,"Crime, Drama"
Romeo + Juliet,120 min,6.7,1996,"Drama, Romance"
Moonrise Kingdom,94 min,7.8,2012,"Comedy, Drama, Romance"
The Godfather: Part III,162 min,7.6,1990,"Crime, Drama"
Lady Bird,94 min,7.4,2017,"Comedy, Drama"
The Favourite,119 min,7.5,2018,"Biography, Comedy, Drama"
Rogue One,133 min,7.8,2016,"Action, Adventure, Sci-Fi"
Hidden Figures,127 min,7.9,2016,"Biography, Drama, History"
Star Wars: Episode VII - The Force Awakens,138 min,7.8,2015,"Action, Adventure, Sci-Fi"
Nightcrawler,117 min,7.8,2014,"Crime, Drama, Thriller"
Beauty and the Beast,129 min,7.1,I 2017,"Adventure, Family, Fantasy"
Silver Linings Playbook,122 min,7.7,2012,"Comedy, Drama, Romance"
Star Trek,127 min,7.9,2009,"Action, Adventure, Sci-Fi"
The Master,138 min,7.2,2012,Drama
News of the World,118 min,6.8,2020,"Action, Adventure, Drama"
Fantastic Mr. Fox,87 min,7.9,2009,"Animation, Adventure, Comedy"
Cast Away,143 min,7.8,2000,"Adventure, Drama, Romance"
La vita è bella,116 min,8.6,1997,"Comedy, Drama, Romance"
Bridesmaids,125 min,6.8,I 2011,"Comedy, Romance"
The Hobbit: The Desolation of Smaug,161 min,7.8,2013,"Adventure, Fantasy"
A River Runs Through It,123 min,7.2,1992,Drama
Hook,142 min,6.8,1991,"Adventure, Comedy, Family"
Passengers,116 min,7.0,I 2016,"Drama, Romance, Sci-Fi"
A Beautiful Mind,135 min,8.2,2001,"Biography, Drama"
The Lobster,119 min,7.2,2015,"Comedy, Drama, Romance"
Sweeney Todd: The Demon Barber of Fleet Street,116 min,7.3,2007,"Drama, Horror, Musical"
JFK,189 min,8.0,1991,"Drama, History, Thriller"
Malèna,108 min,7.5,2000,"Drama, Romance, War"
Spotlight,129 min,8.1,I 2015,"Biography, Crime, Drama"
Anna Karenina,129 min,6.6,I 2012,"Drama, Romance"
The Mask,101 min,6.9,1994,"Action, Comedy, Crime"
Life,108 min,6.8,I 1999,"Comedy, Crime, Drama"
Incendies,131 min,8.3,2010,"Drama, Mystery, War"
Love and Monsters,109 min,7.0,I 2020,"Action, Adventure, Comedy"
Magnolia,188 min,8.0,1999,Drama
Brokeback Mountain,134 min,7.7,2005,"Drama, Romance"
Trainspotting,93 min,8.1,1996,Drama
Casino,178 min,8.2,1995,"Crime, Drama"
Star Wars: Episode VIII - The Last Jedi,152 min,6.9,2017,"Action, Adventure, Fantasy"
Little Women,115 min,7.3,1994,"Drama, Family, Romance"
Manchester by the Sea,137 min,7.8,2016,Drama
Minari,115 min,7.5,2020,Drama
Dallas Buyers Club,117 min,8.0,2013,"Biography, Drama"
Mulan,115 min,5.7,2020,"Action, Adventure, Drama"
Shrek,90 min,7.9,2001,"Animation, Adventure, Comedy"
The Ballad of Buster Scruggs,133 min,7.3,2018,"Comedy, Drama, Musical"
Mystic River,138 min,7.9,2003,"Crime, Drama, Mystery"
Zootopia,108 min,8.0,2016,"Animation, Adventure, Comedy"
The Good Shepherd,167 min,6.7,2006,"Drama, History, Thriller"
Argo,120 min,7.7,2012,"Biography, Drama, Thriller"
Pretty Woman,119 min,7.1,1990,"Comedy, Romance"
Dances with Wolves,181 min,8.0,1990,"Adventure, Drama, Western"
American History X,119 min,8.5,1998,Drama
Monster,109 min,7.3,2003,"Biography, Crime, Drama"
Mrs. Doubtfire,125 min,7.0,1993,"Comedy, Drama, Family"
Hell or High Water,102 min,7.6,II 2016,"Action, Crime, Drama"
Iron Man 2,124 min,7.0,2010,"Action, Adventure, Sci-Fi"
Unforgiven,130 min,8.2,1992,"Drama, Western"
Basic Instinct,127 min,7.0,1992,"Drama, Mystery, Thriller"
Black Hawk Down,144 min,7.7,2001,"Action, Drama, War"
Lost in Translation,102 min,7.7,2003,"Comedy, Drama"
Captain America: The Winter Soldier,136 min,7.7,2014,"Action, Adventure, Sci-Fi"
A Beautiful Day in the Neighborhood,109 min,7.3,2019,"Biography, Drama"
X-Men: Days of Future Past,132 min,7.9,2014,"Action, Adventure, Sci-Fi"
Toy Story,81 min,8.3,1995,"Animation, Adventure, Comedy"
Cinderella,105 min,6.9,I 2015,"Adventure, Drama, Family"
The Trial of the Chicago 7,129 min,7.8,2020,"Drama, History, Thriller"
Armageddon,151 min,6.7,1998,"Action, Adventure, Sci-Fi"
The Pursuit of Happyness,117 min,8.0,2006,"Biography, Drama"
The Talented Mr. Ripley,139 min,7.4,1999,"Crime, Drama, Thriller"
Frozen II,103 min,6.8,2019,"Animation, Adventure, Comedy"
Phantom Thread,130 min,7.5,2017,"Drama, Romance"
Inside Out,95 min,8.1,I 2015,"Animation, Adventure, Comedy"
Gangs of New York,167 min,7.5,2002,"Crime, Drama"
The Rock,136 min,7.4,1996,"Action, Adventure, Thriller"
The Devil Wears Prada,109 min,6.9,2006,"Comedy, Drama"
Warrior,140 min,8.1,2011,"Action, Drama, Sport"
American Sniper,133 min,7.3,2014,"Action, Biography, Drama"
Vice,132 min,7.2,I 2018,"Biography, Comedy, Drama"
Addams Family Values,94 min,6.8,1993,"Comedy, Fantasy"
Men in Black,98 min,7.3,1997,"Action, Adventure, Comedy"
Zero Dark Thirty,157 min,7.4,2012,"Drama, History, Thriller"
Gone Baby Gone,114 min,7.6,2007,"Crime, Drama, Mystery"
The Sixth Sense,107 min,8.1,1999,"Drama, Mystery, Thriller"
Greyhound,91 min,7.0,2020,"Action, Drama, History"
8 Mile,110 min,7.1,2002,"Drama, Music"
Solo: A Star Wars Story,135 min,6.9,2018,"Action, Adventure, Sci-Fi"
Sound of Metal,120 min,7.8,2019,"Drama, Music"
Unfaithful,124 min,6.7,2002,"Drama, Romance, Thriller"
12 Years a Slave,134 min,8.1,2013,"Biography, Drama, History"
Incredibles 2,118 min,7.6,2018,"Animation, Action, Adventure"
Star Wars: Episode II - Attack of the Clones,142 min,6.5,2002,"Action, Adventure, Fantasy"
Tropic Thunder,107 min,7.0,2008,"Action, Comedy, War"
Sherlock Holmes,128 min,7.6,2009,"Action, Adventure, Mystery"
